cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,chbal,chcic,chitem,chcoin,chus,chusfbk,chnus,chnusfbk,chfrb,chbalni
"1616","0","686459","1097173","EXCHANGE BANK OF MISSOURI","Fayette","MO","65248","9/30/2010","8/17/2020","SM","101 S. Church St.","LINCOLN COUNTY BCORP INC","3","0","0","2","1","Howard","17860","Columbia, MO","11/19/1927","1/1/1934","3/14/2007","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","www.ebmo.com","3506","","","","","","","","","3448"
"8274","0","2747466","1097173","EXCHANGE BANK OF NORTHEAST MISSOURI","Kahoka","MO","63445","9/30/2010","8/17/2020","SM","249 N. Morgan St.","LINCOLN COUNTY BCORP INC","6","0","0","2","1","Clark","","","9/8/1903","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","ebnemo.com","3921","","","","","","","","","1916"
"18872","0","841052","2849034","EXCHANGE NATIONAL BANK OF MOORE","Moore","OK","73160","9/30/2010","8/17/2020","N","600 N.W. 5th St.","EXCHANGE BANCSHARES MOORE INC","1","0","0","7","1","Cleveland","36420","Oklahoma City, OK","9/3/1963","9/3/1963","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","1854","","","","","","","","","1854"
"10132","9819","805045","1247905","EXCHANGE STATE BANK","Collins","IA","50055","9/30/2010","8/17/2020","NM","104 Main St.","MID AMERICA BANKS INC","3","0","0","2","1","Story","11180","Ames, IA","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.esb1.com","1812","","","","","","","","","1171"
"8212","16119","85258","1206658","EXCHANGE STATE BANK","Luverne","MN","56156","9/30/2010","8/17/2020","NM","310 Gabrielson Rd","LARCH BCORP INC","4","0","0","2","1","Rock","","","1/1/1900","1/1/1934","9/8/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","19612","","","","","","","","","4188"
"15064","11978","618544","2668468","EXCHANGE STATE BANK","Carsonville","MI","48419","9/30/2010","8/17/2020","NM","3992 Chandler St.","EXCHANGE STATE BANK CORP","6","0","0","2","0","Sanilac","","","6/1/1901","3/23/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.exchangestatebank.com","5173","","","","","","","","","3597"
"18838","11764","787141","3403732","EXCHANGE STATE BANK","Adair","IA","50002","9/30/2010","8/17/2020","NM","322 Audubon","EXCHANGE FINANCIAL INC","2","0","0","2","1","Adair","","","1/1/1879","7/18/1963","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.esbanks.com","4086","","","","","","","","","903"
"12402","13579","769334","1204430","EXCHANGE STATE BANK","Lanark","IL","61046","9/30/2010","8/17/2020","NM","126 N. Broad St.","LANARK BANCSHARES INC","1","0","0","2","1","Carroll","","","4/6/1878","1/1/1934","4/30/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.lanarkbank.com","3034","","","","","","","","","2374"
"20711","11264","1002430","1082731","EXECUTIVE NATIONAL BANK","Miami","FL","33176","9/30/2010","8/17/2020","N","9600 N. Kendall Dr.","EXECUTIVE BANKING CORP","4","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","6/7/1972","6/7/1972","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://executivebank.com","32293","3224","2368","856","471","0","0","0","28598","3668"
"5551","0","537560","1104923","EXTRACO BANKS, NATIONAL ASSOCIATION","Temple","TX","76501","9/30/2010","8/17/2020","N","18-20 S. Main St.","EXTRACO CORP","17","0","0","4","1","Bell","28660","Killeen-Temple, TX","9/20/1933","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.extracobanks.com","200262","43368","33844","9524","5971","0","0","0","150923","47861"
"9378","12104","14155","2168931","F & C BANK","Holden","MO","64040","9/30/2010","8/17/2020","NM","1006 Eagle Crest Dr.","F&C BCORP INC","3","0","0","2","1","Johnson","","","3/24/1881","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","https://www.fandcbank.com","950","","","","","","","","","950"
"16916","15988","937834","1129458","F & M BANK AND TRUST COMPANY","Manchester","GA","31816","9/30/2010","8/17/2020","NM","142 W. Main St.","F&M HOLDING CO INC","2","0","0","4","0","Meriwether","12060","Atlanta-Sandy Springs-Roswell, GA","2/2/1948","6/15/1950","1/23/2007","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.fmbankandtrust.com","6944","","","","","","","","","2878"
"27421","11919","1357466","1054550","F & M BANK, NATIONAL ASSOCIATION, OKLAHOMA CITY, OKLAHOMA","Yukon","OK","73099","9/30/2010","8/17/2020","N","11000 Surrey Hills Blvd.","FARMERS&MERCHANTS BANCSHARES","3","0","0","4","1","Canadian","36420","Oklahoma City, OK","1/12/1989","1/12/1989","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","8304","","","","","","","","","2996"
"10967","0","171759","1122178","F & M COMMUNITY BANK, NATIONAL ASSOCIATION","Preston","MN","55965","9/30/2010","8/17/2020","N","100 St. Anthony St. N.","F&M FINANCIAL SERVICES INC","2","0","0","2","1","Fillmore","40340","Rochester, MN","3/11/1911","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.fmcommunity.com","3008","","","","","","","","","2407"
"14922","0","542153","1057113","F&M BANK","West Point","NE","68788","9/30/2010","8/17/2020","NM","204 N. Main St.","WEST POINT BCORP INC","6","0","0","2","1","Cuming","","","1/1/1931","12/4/1934","9/25/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.fmbankne.bank","23567","","","","","","","","","7135"
"9963","9294","741330","1138450","F&M BANK","Clarksville","TN","37040","9/30/2010","8/17/2020","NM","50 Franklin St.","F&M FINANCIAL CORP","21","0","0","4","0","Montgomery","17300","Clarksville, TN-KY","1/1/1906","1/1/1934","1/30/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.myfmbank.com","15643","4730","74","4656","1811","0","0","0","9102","5003"
"16897","10426","510330","1137015","F&M BANK","Washington","GA","30673","9/30/2010","8/17/2020","NM","911 E. Robert Toombs Ave.","WASHINGTON WILKES HOLDING CO","6","0","0","8","0","Wilkes","","","3/14/1950","3/14/1950","6/1/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.fmbanknow.com","13355","1956","2","1954","11399","0","0","0","0","13322"
"30595","5608","413673","","F&M BANK AND TRUST COMPANY","Hannibal","MO","63401","9/30/2010","8/17/2020","SA","505 Broadway","","10","0","1","4","0","Marion","","","1/1/1886","11/3/1952","3/16/2007","Stock","0","1","OTS","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankfm.com","5310","3089","","","2190","","","","","3089"
"8083","0","682648","2524537","FAIRFAX STATE SAVINGS BANK","Fairfax","IA","52228","9/30/2010","8/17/2020","NM","409 Vanderbilt St.","VANDERBILT HOLDING CO INC","1","0","0","8","1","Linn","16300","Cedar Rapids, IA","10/20/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.thebankhere.com","3455","","","","","","","","","2232"
"18213","6745","882701","","FAIRFIELD COUNTY BANK","Ridgefield","CT","6877","9/30/2010","8/17/2020","SB","150 Danbury Rd.","","24","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","5/14/1871","7/1/1960","1/2/2007","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","fairfieldcountybank.com","139077","22894","15173","7721","779","0","0","0","115404","23050"
"27806","311","666974","","FAIRFIELD FEDERAL SAVINGS AND LOAN ASSOCIATION OF LANCASTER","Lancaster","OH","43130","9/30/2010","8/17/2020","SA","111 E. Main St.","","3","0","0","5","0","Fairfield","18140","Columbus, OH","1/1/1895","11/4/1935","3/31/2006","Non-Stock","0","0","OTS","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.fairfieldfederal.com","10408","2109","","","0","","","","","2109"
"32369","8193","313773","","FAIRMOUNT BANK","Baltimore","MD","21237","9/30/2010","8/17/2020","SA","8216 Philadelphia Rd.","","1","0","0","5","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","4/4/1879","8/2/1985","6/2/2010","Stock","0","0","OTS","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","3155","281","","","2748","","","","","281"
"30056","4652","798277","","FAIRPORT SAVINGS BANK","Fairport","NY","14450","9/30/2010","8/17/2020","SA","45 S. Main St","","4","0","0","5","0","Monroe","40380","Rochester, NY","1/1/1888","6/29/1943","3/31/2006","Stock","0","0","OTS","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","8617","703","","","7057","","","","","703"
"28652","2049","618777","","FAIRVIEW SAVINGS AND LOAN ASSOCIATION","Fairview","OK","73737","9/30/2010","8/17/2020","SA","301 N. Main","","1","0","0","4","0","Major","","","1/1/1901","7/26/1948","3/31/2006","Non-Stock","0","0","OTS","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fairviewsavings.com","1220","277","","","0","","","","","277"
"11731","0","601032","","FAIRVIEW STATE BANKING COMPANY","Fairview","IL","61432","9/30/2010","8/17/2020","NM","420 Carter St.","","1","0","0","8","0","Fulton","37900","Peoria, IL","7/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.fairviewstate.com","761","","","","","","","","","761"
"26856","11011","564557","2270254","FALCON INTERNATIONAL BANK","Laredo","TX","78041","9/30/2010","8/17/2020","NM","5219 Mcpherson Rd.","FALCON BANCSHARES INC","16","1","0","4","1","Webb","29700","Laredo, TX","12/10/1986","12/10/1986","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.falconbank.com","36026","8102","1649","6453","14073","0","75","0","13776","14077"
"57603","0","3184228","3184219","FALCON NATIONAL BANK","Foley","MN","56329","9/30/2010","8/17/2020","N","183 Cedar Dr.","CENTRA VENTURES INC","2","0","0","4","1","Benton","41060","St. Cloud, MN","7/1/2003","7/1/2003","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.falconnational.com","9580","","","","","","","","","4819"
"23286","12488","833404","3320978","FALL RIVER FIVE CENTS SAVINGS BANK","Fall River","MA","2720","9/30/2010","8/17/2020","SB","79 N. Main St.","BANKFIVE MHC","13","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","4/10/1855","1/2/1981","7/10/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.bankfive.com","67152","9217","4249","4968","5877","0","0","0","52058","18376"
"29357","3330","156970","","FAMILY BANK","Pelham","GA","31779","9/30/2010","8/17/2020","SA","134 Hand Ave.","","3","0","0","4","0","Mitchell","","","1/1/1931","5/11/1936","3/31/2006","Non-Stock","0","0","OTS","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.familybankonline.com","6740","4984","","","250","","","","","4984"
"29721","3951","410373","","FAMILY BANK FSB","Paintsville","KY","41240","9/30/2010","8/17/2020","SA","232 Main St.","","7","0","0","5","1","Johnson","","","6/1/1936","7/6/1936","3/12/2010","Stock","0","0","OTS","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","10787","3715","","","6226","","","","","3715"
"28462","1638","297378","","FAMILY FEDERAL SAVINGS OF ILLINOIS","Cicero","IL","60804","9/30/2010","8/17/2020","SA","5225 W. 25th St.","","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1910","2/1/1935","7/15/2010","Stock","0","0","OTS","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","14815","430","","","0","","","","","430"
"29962","4434","969974","","FAMILY FEDERAL SAVINGS, F.A.","Fitchburg","MA","1420","9/30/2010","8/17/2020","SA","130 Whalon St.","","3","0","0","5","0","Worcester","49340","Worcester, MA-CT","1/1/1877","12/29/1952","10/7/2008","Non-Stock","0","0","OTS","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","4585","2848","","","100","","","","","2848"
"26594","4278","57572","","FAMILYFIRST BANK","Ware","MA","1082","9/30/2010","8/17/2020","SB","40 Main St.","","3","0","0","5","0","Hampshire","44140","Springfield, MA","1/1/1920","3/7/1986","4/1/2007","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","4303","","","","","","","","","1635"
"5589","12679","377663","1137284","FANNIN BANK","Bonham","TX","75418","9/30/2010","8/17/2020","NM","230 E. 3rd St.","FANNIN BCORP INC","2","0","0","2","1","Fannin","","","4/22/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fanninbank.com","1313","","","","","","","","","1297"
"21851","0","676160","3074271","FAR EAST NATIONAL BANK","Los Angeles","CA","90012","9/30/2010","8/17/2020","N","977 N. Broadway","SINOPAC FINL HOLDINGS CO LTD","11","1","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/9/1974","12/9/1974","10/5/2009","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","","217969","2378","203","1559","2242","434","12015","0","201334","4172"
"35157","15205","2819167","","FARM BUREAU BANK FSB","Sparks","NV","89431","9/30/2010","8/17/2020","SA","2165 Green Vista Dr.","","2","0","1","6","0","Washoe","39900","Reno, NV","7/12/1999","7/12/1999","3/31/2006","Stock","0","0","OTS","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","Western","0","1","www.farmbureau.bank","12106","982","","","9605","","","","","982"
"15855","15855","977036","1200188","FARMER CITY STATE BANK","Farmer City","IL","61842","9/30/2010","8/17/2020","NM","333 S. Main St.","PREMIER BCORP OF ILLINOIS INC","2","0","0","7","1","Dewitt","","","11/1/1941","11/1/1941","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","5470","","","","","","","","","5240"
"8439","10838","531250","1135806","FARMER'S & MERCHANTS BANK","Trezevant","TN","38258","9/30/2010","8/17/2020","NM","5420 Broad St. S.","F&M BANCSHARES INC","6","0","0","4","0","Carroll","","","1/1/1916","1/1/1934","8/24/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.mycentennial.bank","7850","","","","","","","","","6701"
"924","13696","744238","1203899","FARMERS & MECHANICS BANK","Galesburg","IL","61401","9/30/2010","8/17/2020","SM","21 E. Main St.","CENTRAL BANCSHARES INC","3","0","0","4","0","Knox","","","3/31/1869","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","KANSAS CITY","Princeton","Chicago","Central","Central","0","1","WWW.THEFMBANK.COM","2671","","","","","","","","","2641"
"9069","0","64730","1246252","FARMERS & MERCHANTS BANK","Eatonton","GA","31024","9/30/2010","8/17/2020","NM","100 S. Madison Ave.","PUTNAM-GREENE FINANCIAL CORP","2","0","0","4","0","Putnam","","","11/15/1922","1/1/1934","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.ibankfmb.com","5702","","","","","","","","","1714"
"13046","14158","2040","1245602","FARMERS & MERCHANTS BANK","Tomah","WI","54660","9/30/2010","8/17/2020","NM","1001 Superior Ave.","F &M BCORP OF TOMAH INC","3","0","0","4","0","Monroe","","","1/1/1911","1/1/1934","2/28/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","2530","","","","","","","","","2483"
"12284","0","273859","","FARMERS & MERCHANTS BANK","Duke","OK","73532","9/30/2010","8/17/2020","NM","101 E. 2nd St.","","1","0","0","2","1","Jackson","","","5/2/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fmbok.com","4818","","","","","","","","","568"
"11286","0","271631","1084128","FARMERS & MERCHANTS BANK","Monticello","FL","32344","9/30/2010","8/17/2020","NM","200 E. Washington St.","FMB BANKING CORP","9","0","1","4","1","Jefferson","45220","Tallahassee, FL","1/5/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","19374","3680","3","3677","15551","0","0","0","143","19139"
"5716","11751","763930","1086814","FARMERS & MERCHANTS BANK","Lakeland","GA","31635","9/30/2010","8/17/2020","NM","110 Carter St.","FMB BANCSHARES INC","6","0","0","4","0","Lanier","46660","Valdosta, GA","1/1/1907","1/1/1934","8/15/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.fmb.net","35894","4784","3","4781","13750","0","0","0","17360","35864"
"16673","10640","22936","2922348","FARMERS & MERCHANTS BANK","Statesboro","GA","30458","9/30/2010","8/17/2020","NM","201 N. Main St.","FMB EQUIBANC INC","4","0","0","4","0","Bulloch","","","2/17/1948","2/17/1948","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","32240","2140","0","2140","159","0","0","0","29941","2245"
"8668","9825","713926","1076495","FARMERS & MERCHANTS BANK","Timberville","VA","22853","9/30/2010","8/17/2020","SM","205 S. Main St.","F&M BANK CORP","9","0","0","4","0","Rockingham","25500","Harrisonburg, VA","1/1/1908","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","WWW.FMBANKVA.COM","8390","5433","2909","2524","2932","0","0","0","25","5553"
